0,"Ferrara Vanilla Syrup",1
0,"Sundown Naturals Essential Electrolytes Tropical Punch,Watermelon And Fruit Punch Gummies - 60 Ct",1
0,"Goody Ouchless No Metal Elastics - 29 Ct",1
0,"Suave Naturals Moisturizing Body Wash Creamy Tropical Coconut",1
0,"Campbell's Soup On The Go Chicken & Star Shaped Pasta Soup",1
0,"Twin Dragon Cookies Almond Chinese Style",1
0,"Kraft Anything Dressing Honey Mustard",1
0,"3 Subject Notebook College Ruled",1
0,"Snack Pack Tapioca Pudding - 4 Pk",2
0,"Tums Freshers Antacid Spearmint - 2 Pk",1
0,"Nature Made Fish Oil 1200mg Omega-3 360mg Liquid Softgels Lemon Flavor - 60 Ct",1
0,"Sapore Sensuale Cake Toasted Almond",1
0,"Careone Whitening Toothbrush Soft",1
0,"Zhena's Gypsy Tea Herbal Red Tea Sachets Fire Light Chai - 22 Ct",1
1,"Nature's Way Forskohlii - 60 Ct",1
1,"Rice A Roni Chicken Flavor Lower Sodium Rice",1
1,"Pure Power Easy Grip Scrub Brush",1
1,"Ahold Complete Buttermilk Pancake & Waffle Mix",1
1,"Belluci Extra Virgin Olive Oil 100% Italian",1
1,"Hostess Mini Muffins Chocolate Chip - 20 Ct",1
1,"Smart Living Assorted Binder Clips - 10 Ct",1
1,"Tums Freshers Antacid Spearmint - 2 Pk",1
1,"P.f. Chang's Home Menu Meal For Two Beef With Broccoli",1
1,"Back To Nature Gluten Free White Cheddar Rice Thin Crackers",1
1,"Pamprin Maximum Strength Multi-symptom Menstrual Pain Relief",1
1,"Guida's Whole Milk",1
1,"Ahold Simply Enjoy Gourmet Spread Smoky Fig & Roasted Garlic",1
1,"Nakano Seasoned Rice Vinegar Original",1
2,"Ducal Refried Red Beans",1
2,"Ruffles Sour Cream & Onion Potato Chips",1
2,"General Mills Sweet 'n Salty Honey Nut Chex Mix",1
2,"Tums Freshers Antacid Spearmint - 2 Pk",1
2,"Uncle Ben's Roasted Garlic Ready Whole Grain Rice Medley",1
2,"Ahold Simply Enjoy Gourmet Spread Smoky Fig & Roasted Garlic",1
2,"Goody Ouchless No Metal Elastics - 29 Ct",1
2,"Nabisco Ritz Bits Cheese Cracker Sandwiches",1
2,"Herb Pharm Black Elderberry Herbal Glycerite Extract",1
2,"Coco Lite Multigrain Pop Cakes Whole Wheat",1
2,"Cento All Purpose Crushed Tomatoes",1
2,"Pizza Sauce",1
2,"Windex Original Glass & Surface Wipes - 28 Pk",1
3,"Rice Bran Gluten Free Dinner Rolls Plain",1
3,"General Mills Sweet 'n Salty Honey Nut Chex Mix",1
3,"Smart Living Assorted Binder Clips - 10 Ct",1
3,"Turkey Hill Premium Ice Cream Party Cake",1
3,"Reynolds Staybrite Baking Cups Flowers - 36 Ct",1
3,"Cocktail Rx Frozen Cocktails Blue Hawaiian",1
3,"Milani Total Lash Cover Mascara 105 Black",1
3,"Smart Living Charcoal Lighter Fluid",1
3,"Playtex Plastic Tampons Gentle Glide 360 Multi-pack Regular/super Fresh Scent - 18 Ct",1
4,"Sylvia's Restaurant Specially-seasoned Field Peas With Snaps",1
4,"Reynolds Staybrite Baking Cups Flowers - 36 Ct",1
4,"Kraft Anything Dressing Honey Mustard",1
4,"Elmer's Board Mate Dual Tip Glue Pen",1
4,"Turkey Hill Premium Ice Cream Party Cake",1
4,"Choice Organic Teas Black Tea Classic Black - 16 Ct",1
4,"Sylvania Daylight 75 Watt Indoor Light Bulb",1
4,"Hot Pockets Sandwiches Cheeseburgers - 4 Ct",1
4,"Whitmor Stacking Shelf White Grid Medium",1
4,"Sushi Chef Wakame Soup Mix Traditional Japanese Style",1
4,"Ahold Honey Ham - Water Added",1
4,"Every Man Jack Shave Cream",1
4,"Rice Bran Gluten Free Mini Baguette",1
4,"Frigo Cheese Heads 100% Natural String Cheese Light - 12 Ct",1
4,"Tomy The First Years Gumdrop Orthodontic Pacifiers 6m+ - 2ct",1
5,"Twin Dragon Cookies Almond Chinese Style",1
5,"Lotrimin Ultra Antifungal Athlete's Foot Cream",1
5,"Golden Krust Jamaican Style Spicy Beef Patties - 2 Ct",1
5,"Black Swan Shiraz Merlot 1.5",1
5,"Howe Gummi Sour Brites",1
5,"Firm Grip Disposable Nitrile Gloves - 10 Gloves",1
5,"Sylvia's Restaurant Specially-seasoned Field Peas With Snaps",1
5,"Cracker Jack Popcorn Butter Toffee",1
5,"Whitmor Stacking Shelf White Grid Medium",1
5,"Pork Chops Bone-in Center Cut",1
5,"Ahold 5 Cheese Pizza Ready To Bake",1
5,"Roth Kase Mini Cheeseboard Kit Havarti,Gruyere & Pepper Jack - 3 Ct",1
6,"Smart Living Assorted Binder Clips - 10 Ct",1
6,"T.g.i Friday's Poppers Cream Cheese Stuffed Jalapenos",1
6,"Mom's Best Naturals Cereal Toasted Cinnamon Squares",1
6,"Weight Watchers Smart Ones Smart Delights Strawberry Shortcake - 4 Ct",1
6,"Buckler Non-alcoholic Malt Beverage - 6 Ct",1
6,"Gerber Graduates For Toddlers Lil' Meals Pasta Shells & Cheese",1
6,"Tums Freshers Antacid Spearmint - 2 Pk",1
6,"Sylvia's Restaurant Specially-seasoned Field Peas With Snaps",1
6,"Guida's Whole Milk",1
6,"Burt's Bees Daily Moisturizing Cream Sensitive",1
6,"Reese Mandarin Oranges Segments In Light Syrup",1
6,"Lea & Perrins Marinade In-a-bag Cracked Peppercorn",1
6,"Burt's Bees Green Tea & Lemongrass Hand Soap",1
6,"Rice Select Royal Blend Whole Grain",1
6,"Cesar Canine Cuisine Filet Mignon Flavor",1
6,"Serpis Green Olives Stuffed With Spicy Chorizo",1
6,"Petmate Booda Bones Steak,Bacon & Chicken Flavors - 9 Ct",1
6,"Morton Kosher Salt Coarse",1
6,"Hillshire Farm Deli Select Smoked Ham With Water Added Ultra Thin",1
6,"Uncle Ben's Roasted Garlic Ready Whole Grain Rice Medley",1
6,"Campbell's Go Soup Coconut Curry With Chicken & Shitake Mushrooms",1
7,"Gerber Multigrain Cereal",1
7,"Triaminic Syrup Night Time Cold & Cough Grape 4oz",1
7,"Instant Krazy Glue - 4 Ct",2
7,"Boston Market Spaghetti With Meatballs",1
7,"Bear Naked Fit Almond Crisp 100% Natural Energy Cereal",1
7,"Sylvania Daylight 75 Watt Indoor Light Bulb",1
7,"International Delight Coffee Creamer Irish Cream",1
8,"Mccormick Grill Mates Mesquite Marinade",1
8,"Zhena's Gypsy Tea Herbal Red Tea Sachets Fire Light Chai - 22 Ct",1
8,"Dove Men + Care Antiperspirant Deodorant Cool Silver",1
8,"Boneless Pork Shoulder Roast",1
9,"Eden Organic Shelled & Dry Roasted Pistachios",2
9,"Caress Velvet Bliss Ultra Silkening Beauty Bar - 6 Ct",1
9,"Doctor's Best Best Curcumin C3 Complex 1000mg Tablets - 120 Ct",1
9,"Powerbar Protein Plus High Protein Bar Vanilla Yogurt",1
9,"Suave Naturals Everlasting Sunshine Shampoo",1
10,"Organix Smoothing Shea Butter Conditioner",1
10,"Pizza Sauce",2
10,"Reynolds Staybrite Baking Cups Flowers - 36 Ct",1
10,"Dove Men + Care Antiperspirant Deodorant Cool Silver",1
10,"Back To Nature Gluten Free White Cheddar Rice Thin Crackers",1
10,"Rice A Roni Chicken Flavor Lower Sodium Rice",1
10,"Sushi Chef Wakame Soup Mix Traditional Japanese Style",1
10,"Munchies Sandwich Crackers Cheddar Cheese On Golden Toast Crackers - 8 Pk",1
10,"Werther's Original Sugar Free Hard Candies",1
10,"Olay Total Effects 7-in-1 Tone Correcting Eye Treatment 0.5 Fl Oz",1
10,"Choice Organic Teas Black Tea Classic Black - 16 Ct",1
10,"Plums Black",1
10,"Ahold Honey Ham - Water Added",1
10,"Preparation H Hemorrhoidal Ointment",1
10,"Urban Accents Fisherman's Wharf Seafood Seasoning",1
10,"Shelton's Turkey Burgers - 3 Ct",1
10,"Hime Wasabi Powdered Sushi",1
10,"Careone Cotton Swabs",1
11,"Margaret Holmes Peanut Patch Green Boiled Peanuts Hot & Spicy",1
11,"T.g.i Friday's Poppers Cream Cheese Stuffed Jalapenos",1
11,"Goody Ouchless No Metal Elastics - 29 Ct",1
11,"Preparation H Hemorrhoidal Ointment",1
11,"Campbell's Go Soup Coconut Curry With Chicken & Shitake Mushrooms",1
11,"Munchies Sandwich Crackers Cheddar Cheese On Golden Toast Crackers - 8 Pk",1
11,"Garnier Nutritioniste Moisture Rescue Fresh Cleansing Foam",1
12,"1-day Vaginal Antifungal Prefilled Applicator 1-dose Treatment",1
12,"Triaminic Syrup Night Time Cold & Cough Grape 4oz",1
12,"Mom's Best Naturals Cereal Toasted Cinnamon Squares",1
12,"Easy-off Oven Cleaner Lemon Scent",1
12,"Burt's Bees Green Tea & Lemongrass Hand Soap",2
12,"Doctor's Best Best Curcumin C3 Complex 1000mg Tablets - 120 Ct",1
12,"Mueller Sport Care Basic Support Level Medium Elastic Knee Support",1
12,"Ruffles Sour Cream & Onion Potato Chips",1
12,"Reese Mandarin Oranges Segments In Light Syrup",1
12,"Gold Bond Medicated Cornstarch Plus Baby Powder",1
12,"Sally Hansen Nail Color Magnetic 903 Silver Elements",1
12,"Guida's Whole Milk",1
12,"Gerber Graduates For Toddlers Lil' Meals Pasta Shells & Cheese",1
12,"Cracker Jack Popcorn Butter Toffee",1
12,"Piacci Parmesan Nuggets",1
12,"Serpis Green Olives Stuffed With Spicy Chorizo",1
12,"Cherrybrook Kitchen D.w. Sugar Cookie Mix",1
12,"Rice A Roni Chicken Flavor Lower Sodium Rice",1
12,"Sylvia's Restaurant Specially-seasoned Field Peas With Snaps",1
12,"Bakery Pistachio Muffin - 4 Ct",1
12,"Mccormick Grill Mates Brown Sugar Bourbon Marinade",1
12,"Mccormick Grill Mates Mesquite Marinade",1
12,"Gerber Multigrain Cereal",1
13,"Hi-c Boppin' Strawberry Fruit Juice Boxes- 10 Pk",1
13,"Ahold Fitness Grape Creatine",1
13,"Hostess Mini Muffins Chocolate Chip - 20 Ct",1
13,"Suave Naturals Everlasting Sunshine Shampoo",1
13,"Golden Krust Jamaican Style Spicy Beef Patties - 2 Ct",1
13,"Lundberg Risotto Butternut Squash",1
13,"Choice Organic Teas Black Tea Classic Black - 16 Ct",1
13,"Back To Nature Gluten Free White Cheddar Rice Thin Crackers",1
13,"Turkey Hill Premium Ice Cream Party Cake",1
13,"T.g.i Friday's Poppers Cream Cheese Stuffed Jalapenos",1
13,"Traditional Medicinals Herbal Tea Bags Just For Kids Organic Nighty Night - 18 Ct",1
13,"Earth Balance Natural Buttery Spread Soy Free",1
14,"Sylvia's Restaurant Specially-seasoned Field Peas With Snaps",1
14,"Smart Living 10.5in X 8in",2
14,"Cuisinart Citrus Juicer Pulp Control",1
14,"Eight O'clock Coffee Dark Italian Roast Ground",1
14,"Perry's Ice Cream Panda Paws",1
14,"Sacla Italia Sun Dried Pesto Sauce",2
14,"Guida's Whole Milk",1
14,"Scotch Removable Clear Mounting Squares - 35 Ct",1
14,"Munchies Sandwich Crackers Cheddar Cheese On Golden Toast Crackers - 8 Pk",1
14,"Petmate Booda Bones Steak,Bacon & Chicken Flavors - 9 Ct",1
14,"Amy's Light & Lean Spaghetti Italiano",1
14,"Cesar Canine Cuisine Filet Mignon Flavor",2
14,"Careone Cotton Swabs",1
14,"Udi's Soft N' Chewy Granola Bars Chocolate Chip - 5 Ct",1
14,"Pamprin Maximum Strength Multi-symptom Menstrual Pain Relief",1
14,"Van De Kamp's Fillets Beer Battered - 10 Ct",1
15,"Vaseline Spray & Go Moisturizer Total Moisture",1
15,"Mccormick Grill Mates Brown Sugar Bourbon Marinade",1
16,"Ahold Honey Ham - Water Added",1
16,"Boneless Pork Shoulder Roast",1
16,"Sushi Chef Wakame Soup Mix Traditional Japanese Style",1
16,"Pure Power Easy Grip Scrub Brush",1
16,"Sacla Italia Sun Dried Pesto Sauce",1
16,"Petmate Booda Bones Steak,Bacon & Chicken Flavors - 9 Ct",1
16,"Bear Naked Fit Almond Crisp 100% Natural Energy Cereal",2
16,"Hillshire Farm Deli Select Smoked Ham With Water Added Ultra Thin",1
16,"Rice Bran Gluten Free Mini Baguette",1
16,"Sally Hansen Nail Color Magnetic 903 Silver Elements",1
17,"Pizza Sauce",1
17,"Coco Lite Multigrain Pop Cakes Whole Wheat",1
17,"Pepperidge Farm Puff Pastry Turnovers Apple - 4 Ct",1
17,"Boar's Head Sliced White American Cheese - 120 Ct",1
17,"Careone Vitamin B12 500mcg Tablets - 100 Ct",1
17,"Halls Menthol Cough Suppresant/oral Anesthetic Drops Honey-lemon - 30 Ct",1
17,"Ahold  Honey Mustard",1
17,"Smart Living Charcoal Lighter Fluid",1
17,"Ahold Cocoa Magic Cereal",1
17,"Ferrara Vanilla Syrup",1
17,"Powerbar Protein Plus High Protein Bar Vanilla Yogurt",1
17,"Maty's All Natural Kids 1+ Caramel Banana Taste Cough Syrup",1
17,"Barefoot Pinot Grigio  187",1
17,"Arnold Bread Jewish Rye Everything",1
17,"Kraft Velveeta Shells & Cheese 2% Milk",1
17,"Campbell's Go Soup Coconut Curry With Chicken & Shitake Mushrooms",1
17,"Sweet Baby Ray's Barbecue Sauce",1
17,"Morton Kosher Salt Coarse",1
19,"Careone Lubricating Jelly",1
19,"Goody Ouchless No Metal Elastics - 29 Ct",1
19,"Mom's Best Naturals Cereal Toasted Cinnamon Squares",1
19,"Zhena's Gypsy Tea Herbal Red Tea Sachets Fire Light Chai - 22 Ct",1
19,"Burt's Bees Green Tea & Lemongrass Hand Soap",2
19,"Sylvania Daylight 75 Watt Indoor Light Bulb",1
19,"Rice A Roni Chicken Flavor Lower Sodium Rice",1
19,"Turkey Hill Premium Ice Cream Getrude Hawk Chocolates Box Of Chocolates",2
19,"Amy's Light & Lean Spaghetti Italiano",1
19,"Nabisco Wheat Thins Snacks",1
19,"Weight Watchers Smart Ones Smart Delights Strawberry Shortcake - 4 Ct",1
19,"Rice Select Royal Blend Whole Grain",1
19,"Plums Black",1
19,"Margaret Holmes Peanut Patch Green Boiled Peanuts Hot & Spicy",1
19,"Sweet Baby Ray's Barbecue Sauce",1
19,"Dr. Scholl's For Her Rub Relief Strips",1
19,"Instant Krazy Glue - 4 Ct",1
19,"Reese Mandarin Oranges Segments In Light Syrup",1
19,"Alberto Vo5 Normal Balancing Shampoo",1
20,"Instant Krazy Glue - 4 Ct",1
20,"Zhena's Gypsy Tea Herbal Red Tea Sachets Fire Light Chai - 22 Ct",1
20,"Whitmor Stacking Shelf White Grid Medium",1
20,"Herb Pharm Black Elderberry Herbal Glycerite Extract",1
20,"Mccormick Grill Mates Mesquite Marinade",1
20,"Designer Gift Bag Glitterwrap",1
20,"Golden Krust Jamaican Style Spicy Beef Patties - 2 Ct",1
20,"Rice Bran Gluten Free Mini Baguette",1
20,"Cocktail Rx Frozen Cocktail Cosmopolitan",1
20,"Smart Living Assorted Binder Clips - 10 Ct",1
20,"Udi's Soft N' Chewy Granola Bars Chocolate Chip - 5 Ct",1
21,"Mueller Sport Care Basic Support Level Medium Elastic Knee Support",1
21,"Careone Vitamin B12 500mcg Tablets - 100 Ct",1
21,"General Mills Sweet 'n Salty Honey Nut Chex Mix",1
21,"Boneless Pork Shoulder Roast",1
21,"Campbell's Go Soup Coconut Curry With Chicken & Shitake Mushrooms",1
21,"Freshpet Chilly Wags Natural Vanilla Flavor Frozen Treats For Dogs - 4 Ct",1
21,"Nakano Seasoned Rice Vinegar Original",1
21,"Ahold Cocoa Almonds",1
21,"Premier Protein Crisp Crunchy Protein Bar Peanut Butter Caramel - 6 Ct",2
22,"Preparation H Hemorrhoidal Ointment",1
22,"Ducal Refried Red Beans",1
22,"Huggies Natural Care Wipes - 3 Pk",1
22,"Campbell's Soup On The Go Chicken & Star Shaped Pasta Soup",1
22,"Gerber Multigrain Cereal",1
22,"Morton Kosher Salt Coarse",1
22,"Rice Bran Gluten Free Mini Baguette",1
22,"Lea & Perrins Marinade In-a-bag Cracked Peppercorn",1
22,"Manishchewitz Gluten Free Wide Egg Noodles",1
22,"Buckler Non-alcoholic Malt Beverage - 6 Ct",1
22,"Hood Latte Iced Coffee Drink Vanilla Latte",1
22,"Boston Market Spaghetti With Meatballs",1
22,"Ripken Power Shred Beef Jerky Teriyaki",1
22,"Earth Balance Natural Peanut Butter And Flaxseed Creamy",1
22,"Pamprin Maximum Strength Multi-symptom Menstrual Pain Relief",1
22,"Ahold Honey Ham - Water Added",1
22,"Smoked Pork Hocks - 4 Ct",2
22,"Snack Pack Tapioca Pudding - 4 Pk",1
22,"Gold Bond Medicated Cornstarch Plus Baby Powder",1
23,"Firm Grip Disposable Nitrile Gloves - 10 Gloves",1
23,"Pork Chops Bone-in Center Cut",1
23,"Careone Vitamin B12 500mcg Tablets - 100 Ct",1
23,"Twin Dragon Cookies Almond Chinese Style",1
23,"Elmer's Board Mate Dual Tip Glue Pen",1
23,"Guava",1
23,"Garnier Nutritioniste Moisture Rescue Fresh Cleansing Foam",1
24,"Pamela's Chocolate Cake Mix",1
24,"Nature Made Fish Oil 1200mg Omega-3 360mg Liquid Softgels Lemon Flavor - 60 Ct",1
24,"Nakano Seasoned Rice Vinegar Original",1
24,"Boneless Pork Shoulder Roast",1
24,"Guava",1
24,"Anagram Foil Balloon 18in Happy Birthday Smiles",1
24,"Bakery Pistachio Muffin - 4 Ct",1